row ID,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,state
Row15,42,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,164,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,TAS
Row16,48,admin.,married,high.school,no,no,no,telephone,may,mon,357,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NSW
Row17,33,services,married,high.school,unknown,yes,no,telephone,may,mon,337,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,QLD
Row18,55,management,married,unknown,unknown,yes,no,telephone,may,mon,272,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,QLD
Row19,41,management,married,basic.6y,no,no,no,telephone,may,mon,529,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,SA
Row20,35,admin.,married,university.degree,no,yes,no,telephone,may,mon,180,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,SA
Row21,37,technician,single,professional.course,no,no,no,telephone,may,mon,197,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,WA
Row22,44,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,257,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NSW
Row23,54,services,married,unknown,no,yes,no,telephone,may,mon,229,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,QLD
Row24,52,admin.,divorced,university.degree,no,no,no,telephone,may,mon,197,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,ACT
Row25,52,admin.,divorced,university.degree,no,no,no,telephone,may,mon,190,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,TAS
Row26,42,entrepreneur,married,unknown,unknown,yes,no,telephone,may,mon,293,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,ACT
Row27,42,admin.,married,university.degree,no,no,yes,telephone,may,mon,262,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,VIC
Row28,37,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,345,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,TAS
Row29,39,management,married,university.degree,no,yes,no,telephone,may,mon,193,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,QLD
Row30,51,blue-collar,married,unknown,unknown,no,no,telephone,may,mon,243,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NSW
Row31,43,technician,single,professional.course,no,yes,no,telephone,may,mon,186,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,TAS
Row32,24,management,single,university.degree,no,yes,no,telephone,may,mon,165,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,VIC
Row33,42,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,559,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,VIC
Row34,38,services,married,high.school,no,yes,yes,telephone,may,mon,506,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,VIC
Row35,36,services,married,high.school,unknown,no,no,telephone,may,mon,427,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,WA
Row36,46,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,240,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,ACT
Row37,42,blue-collar,married,basic.9y,no,yes,yes,telephone,may,mon,673,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NSW
Row38,34,admin.,married,university.degree,no,yes,no,telephone,may,mon,138,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,ACT
Row39,42,technician,married,university.degree,no,no,no,telephone,may,mon,228,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,ACT
Row40,34,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,mon,55,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NSW
Row41,43,admin.,married,unknown,no,no,no,telephone,may,mon,277,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,QLD
Row42,44,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,172,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NSW
Row43,35,unemployed,married,professional.course,no,no,no,telephone,may,mon,67,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row44,35,student,single,university.degree,unknown,yes,no,telephone,may,mon,248,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,VIC
Row45,43,technician,married,unknown,unknown,no,no,telephone,may,mon,366,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NSW
Row46,42,technician,married,university.degree,no,no,no,telephone,may,mon,64,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,QLD
Row47,50,services,divorced,professional.course,no,yes,no,telephone,may,mon,165,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row48,39,admin.,married,high.school,unknown,no,no,telephone,may,mon,357,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,QLD
Row49,33,services,married,high.school,unknown,no,yes,telephone,may,mon,189,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,VIC
Row50,27,blue-collar,single,basic.6y,no,unknown,unknown,telephone,may,mon,119,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,WA
Row51,40,self-employed,married,basic.4y,unknown,no,no,telephone,may,mon,58,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,TAS
Row52,47,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,92,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NSW
Row53,42,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,mon,189,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NSW
Row54,60,blue-collar,married,unknown,unknown,yes,no,telephone,may,mon,5,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,SA
Row55,45,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,164,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NSW
Row56,49,blue-collar,divorced,high.school,no,no,yes,telephone,may,mon,742,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,ACT
Row57,50,blue-collar,divorced,high.school,unknown,no,yes,telephone,may,mon,200,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,VIC
Row58,43,unknown,married,unknown,no,yes,no,telephone,may,mon,267,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row59,54,management,divorced,university.degree,no,yes,no,telephone,may,mon,106,3,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NSW
Row60,33,admin.,divorced,high.school,no,no,no,telephone,may,mon,364,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,QLD
Row61,42,technician,single,unknown,no,no,no,telephone,may,mon,230,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,WA
Row62,54,technician,married,professional.course,no,yes,yes,telephone,may,mon,196,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,VIC
Row63,33,admin.,married,high.school,no,no,no,telephone,may,mon,316,3,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NSW
Row64,41,management,married,university.degree,unknown,no,no,telephone,may,mon,213,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,VIC
Row65,49,admin.,married,basic.9y,no,no,no,telephone,may,mon,220,3,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,WA
Row66,55,technician,married,professional.course,no,no,no,telephone,may,mon,113,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,VIC
Row67,57,management,married,university.degree,no,yes,no,telephone,may,tue,379,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row68,45,technician,married,high.school,no,yes,no,telephone,may,tue,168,3,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,TAS
Row69,36,technician,married,university.degree,no,no,no,telephone,may,tue,210,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row70,30,blue-collar,single,unknown,no,no,no,telephone,may,tue,184,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,ACT
Row71,34,management,single,university.degree,no,no,no,telephone,may,tue,290,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,ACT
Row72,59,retired,unknown,university.degree,unknown,no,no,telephone,may,tue,253,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,QLD
Row73,31,blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,124,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row74,30,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,227,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row75,27,services,married,high.school,no,yes,no,telephone,may,tue,245,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,QLD
Row76,57,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,208,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row77,43,technician,married,professional.course,no,yes,no,telephone,may,tue,225,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,QLD
Row78,31,services,married,high.school,unknown,no,no,telephone,may,tue,276,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,ACT
Row79,35,blue-collar,married,professional.course,no,no,no,telephone,may,tue,241,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,ACT
Row80,46,management,married,unknown,no,yes,no,telephone,may,tue,149,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row81,26,housemaid,married,university.degree,no,no,no,telephone,may,tue,246,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,WA
Row82,44,admin.,single,basic.9y,unknown,no,no,telephone,may,tue,134,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NSW
Row83,39,management,married,basic.6y,unknown,no,no,telephone,may,tue,27,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,ACT
Row84,52,admin.,married,basic.4y,no,yes,no,telephone,may,tue,358,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row85,41,management,married,unknown,unknown,no,no,telephone,may,tue,448,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,QLD
Row86,37,technician,single,high.school,unknown,no,yes,telephone,may,tue,264,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row87,35,technician,married,professional.course,no,yes,no,telephone,may,tue,278,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row88,36,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,46,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,TAS
Row89,33,admin.,married,basic.9y,no,unknown,unknown,telephone,may,tue,80,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,SA
Row90,33,admin.,married,basic.9y,no,no,no,telephone,may,tue,198,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,QLD
Row91,42,admin.,married,unknown,no,no,no,telephone,may,tue,221,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row92,40,management,married,basic.9y,unknown,unknown,unknown,telephone,may,tue,427,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,SA
Row93,47,admin.,single,unknown,unknown,yes,no,telephone,may,tue,247,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row94,40,technician,married,basic.4y,no,no,yes,telephone,may,tue,195,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,TAS
Row95,41,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,189,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,WA
Row96,39,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,502,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,SA
Row97,46,management,married,university.degree,no,no,no,telephone,may,tue,310,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row98,37,blue-collar,married,unknown,no,no,no,telephone,may,tue,390,3,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,SA
Row99,24,technician,single,professional.course,no,no,yes,telephone,may,tue,140,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,ACT
Row100,59,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,424,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row101,45,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,135,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,WA
Row102,58,admin.,divorced,university.degree,unknown,yes,no,telephone,may,tue,208,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row103,32,admin.,single,university.degree,no,yes,no,telephone,may,tue,278,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,TAS
Row104,32,admin.,single,university.degree,no,no,no,telephone,may,tue,389,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NSW
Row105,53,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,tue,78,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,QLD
Row106,41,admin.,married,basic.9y,no,yes,no,telephone,may,tue,241,3,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,WA
Row107,46,admin.,divorced,university.degree,no,yes,yes,telephone,may,tue,230,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,TAS
Row108,30,blue-collar,single,unknown,no,yes,yes,telephone,may,tue,201,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,QLD
Row109,40,technician,married,professional.course,no,no,no,telephone,may,tue,191,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,SA
Row110,30,admin.,single,university.degree,no,no,no,telephone,may,tue,246,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,SA
Row111,30,management,single,university.degree,no,yes,no,telephone,may,tue,312,3,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,WA
Row112,32,housemaid,married,high.school,no,yes,no,telephone,may,tue,100,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row113,32,housemaid,married,high.school,no,no,no,telephone,may,tue,226,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,ACT
Row114,39,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,333,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,TAS
Row115,33,services,married,high.school,no,no,no,telephone,may,tue,322,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,WA
Row116,47,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,160,3,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NSW
Row117,32,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,477,1,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,QLD
Row118,40,admin.,single,high.school,unknown,no,no,telephone,may,tue,64,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,WA
Row119,53,admin.,married,university.degree,unknown,yes,no,telephone,may,tue,13,6,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row120,49,services,married,high.school,unknown,no,no,telephone,may,tue,296,3,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,QLD
Row121,59,admin.,married,university.degree,unknown,no,no,telephone,may,tue,132,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,ACT
Row122,51,self-employed,married,basic.9y,no,yes,no,telephone,may,tue,144,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NSW
Row123,26,unemployed,single,basic.9y,no,yes,no,telephone,may,tue,112,3,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,TAS
Row124,24,technician,single,professional.course,no,no,no,telephone,may,tue,421,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row125,48,blue-collar,married,professional.course,unknown,no,no,telephone,may,tue,207,3,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row126,56,retired,married,basic.4y,no,no,no,telephone,may,tue,55,2,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,ACT
Row127,47,unemployed,divorced,university.degree,no,no,no,telephone,may,tue,303,3,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,NT
Row128,59,management,married,basic.4y,unknown,yes,no,telephone,may,tue,88,5,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,QLD
Row129,46,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,329,3,?,0,nonexistent,1.1,93.994,-36.4,4.857,5191,WA
Row130,43,unemployed,married,basic.4y,no,no,no,telephone,may,wed,275,4,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,TAS
Row131,37,services,married,high.school,no,yes,no,telephone,may,wed,124,2,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,TAS
Row132,31,technician,married,university.degree,no,yes,no,telephone,may,wed,285,3,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,NT
Row133,54,housemaid,divorced,unknown,no,yes,no,telephone,may,wed,96,2,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,TAS
Row134,32,admin.,married,high.school,no,yes,no,telephone,may,wed,395,2,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,WA
Row135,36,technician,divorced,professional.course,no,no,no,telephone,may,wed,446,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,NSW
Row136,35,blue-collar,single,basic.6y,no,yes,no,telephone,may,wed,198,3,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,NT
Row137,33,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,113,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,TAS
Row138,47,services,divorced,high.school,no,no,no,telephone,may,wed,421,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,VIC
Row139,44,technician,single,unknown,unknown,yes,no,telephone,may,wed,231,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,VIC
Row140,31,admin.,single,university.degree,no,no,no,telephone,may,wed,992,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,QLD
Row141,30,services,married,university.degree,no,yes,no,telephone,may,wed,425,6,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,SA
Row142,49,entrepreneur,married,basic.9y,no,yes,no,telephone,may,wed,439,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,VIC
Row143,53,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,wed,615,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,QLD
Row144,34,admin.,single,high.school,no,yes,no,telephone,may,wed,359,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,QLD
Row145,57,management,divorced,university.degree,no,yes,no,telephone,may,wed,236,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,NT
Row146,42,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,123,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,TAS
Row147,42,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,287,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,WA
Row148,43,technician,married,professional.course,no,yes,no,telephone,may,wed,255,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,VIC
Row149,37,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,wed,591,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,NSW
Row150,40,blue-collar,married,high.school,no,yes,no,telephone,may,wed,285,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,WA
Row151,43,technician,single,university.degree,no,yes,no,telephone,may,wed,255,2,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,SA
Row152,43,unknown,married,high.school,unknown,no,no,telephone,may,wed,463,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,ACT
Row153,38,services,single,unknown,unknown,yes,no,telephone,may,wed,256,6,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,ACT
Row154,31,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,143,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,QLD
Row155,46,admin.,married,professional.course,no,no,no,telephone,may,wed,69,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,WA
Row156,31,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,97,2,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,VIC
Row157,29,admin.,single,high.school,no,yes,no,telephone,may,wed,511,2,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,VIC
Row158,38,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,294,2,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,WA
Row159,29,services,married,high.school,no,no,no,telephone,may,wed,614,2,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,WA
Row160,53,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,166,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,NSW
Row161,33,management,single,unknown,no,yes,no,telephone,may,wed,371,2,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,ACT
Row162,37,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,72,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,TAS
Row163,32,entrepreneur,divorced,university.degree,no,no,no,telephone,may,wed,96,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,QLD
Row164,37,admin.,married,university.degree,no,no,no,telephone,may,wed,209,2,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,TAS
Row165,30,services,married,unknown,no,no,no,telephone,may,wed,143,3,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,TAS
Row166,28,admin.,single,university.degree,no,no,no,telephone,may,wed,126,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,ACT
Row167,43,technician,married,professional.course,no,no,no,telephone,may,wed,96,3,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,NT
Row168,50,self-employed,married,basic.4y,unknown,unknown,unknown,telephone,may,wed,153,3,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,NT
Row169,49,technician,married,high.school,no,yes,no,telephone,may,wed,418,2,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,SA
Row170,28,admin.,married,high.school,no,yes,no,telephone,may,wed,175,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,QLD
Row171,30,services,married,professional.course,unknown,no,no,telephone,may,wed,257,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,NT
Row172,48,management,married,university.degree,no,yes,no,telephone,may,wed,353,3,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,SA
Row173,56,retired,married,basic.4y,no,no,no,telephone,may,wed,134,2,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,ACT
Row174,57,management,divorced,university.degree,no,no,no,telephone,may,wed,283,3,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,NT
Row175,31,technician,married,professional.course,no,no,no,telephone,may,wed,212,2,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,VIC
Row176,26,technician,single,basic.9y,no,yes,no,telephone,may,wed,139,3,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,VIC
Row177,51,technician,married,professional.course,no,yes,no,telephone,may,wed,113,2,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,WA
Row178,51,admin.,married,basic.6y,unknown,no,no,telephone,may,wed,193,3,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,NSW
Row179,26,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,73,2,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,SA
Row180,51,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,244,7,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,ACT
Row181,34,management,married,university.degree,no,yes,no,telephone,may,wed,155,1,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,QLD
Row182,53,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,489,2,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,QLD
Row183,59,retired,married,basic.4y,unknown,no,no,telephone,may,wed,81,2,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,WA
Row184,49,technician,married,professional.course,unknown,unknown,unknown,telephone,may,wed,865,2,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,NT
Row185,28,admin.,married,high.school,no,yes,no,telephone,may,wed,238,2,?,0,nonexistent,1.1,93.994,-36.4,4.856,5191,QLD
Row186,45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,31,2,?,0,nonexistent,1.1,93.994,-36.4,4.855,5191,NT
Row187,30,admin.,single,high.school,no,no,no,telephone,may,thu,308,3,?,0,nonexistent,1.1,93.994,-36.4,4.855,5191,NT
Row188,43,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,134,1,?,0,nonexistent,1.1,93.994,-36.4,4.855,5191,VIC
Row189,39,self-employed,married,high.school,no,yes,no,telephone,may,thu,175,5,?,0,nonexistent,1.1,93.994,-36.4,4.855,5191,QLD
Row190,25,services,married,professional.course,unknown,no,no,telephone,may,thu,125,3,?,0,nonexistent,1.1,93.994,-36.4,4.855,5191,ACT
Row191,39,admin.,married,basic.6y,unknown,no,no,telephone,may,thu,328,2,?,0,nonexistent,1.1,93.994,-36.4,4.855,5191,TAS
Row192,40,blue-collar,married,high.school,no,yes,no,telephone,may,thu,183,1,?,0,nonexistent,1.1,93.994,-36.4,4.855,5191,TAS
